,Job Name,Job Company,Job City,Job Country,Job Type,Job Level,Job Level Years,Job Skills,Job Date
549,Principal Environmental Consultant,Ayesa,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Engineering, Computer Science, Information Technology (IT), Oracle, Project Management, Sales, 2G",2 days ago
550,Product Manager - Financial Horizon Services,PrecisionHire Solutions,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Marketing/PR/Advertising, Sales/Retail, Product Management, Marketing, Sales, Information Technology (IT), Computer Science, Project Management, Sales Skills",2 days ago
551,Senior Presales Consultant- Government- KSA,Giza Arabia,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Information Technology (IT), Sales, Computer Science, Sales Skills, Presales, Engineering, RFP",3 days ago
552,IT Audit Section Head,ElsewedyElectric,Cairo,Egypt,Full Time,Not specified,Accounting/Finance,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Finance, Accounting, Auditing, Computer Science, Internal Audit, Commerce",10 days ago
553,Research Manager / Senior Research Analyst - Real Estate,Quanterra Group,Dubai,United Arab Emirates,Full Time,Experienced,Marketing/PR/Advertising,"Project/Program Management, Analyst/Research, Research, Market Research, Marketing, Analysis, Management, Project Management, Computer Science",6 days ago
554,Principal Solutions Architect (Saudi National),Dell Technologies,Riyadh,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Software Engineering, Software Development, Computer Engineering, Solution Architecture",3 hours ago
555,Solution Consultant Middle East,Denodo,Riyadh,Saudi Arabia,Full Time,Experienced,Accounting/Finance,"IT/Software Development, Sales/Retail, information technology (it), computer science, sales, accounting, management, architecture, english",2 hours ago
556,Solution Consultant @ KSA,China Mobile International Limited,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Sales, Sales Skills, ERP, Engineering, Customer Service",7 days ago
557,Regional Sales Specialist-Cardiac Rhythm Management (CRM),Abbott,Dubai,United Arab Emirates,Full Time,Not specified,Business Development,"Marketing/PR/Advertising, Sales/Retail, sales, sales skills, sales target, customer service, marketing, medical, management",13 hours ago
558,Safety Culture Head,Applus+,Doha,Qatar,Full Time,Not specified,Operations/Management,"Quality, Engineering - Mechanical/Electrical, engineering, microsoft office, management, quality, science, production, safety",4 days ago
559,"Senior Specialist, Payroll",Ooredoo,Kuwait City,Kuwait,Full Time,Not specified,Human Resources,"Marketing/PR/Advertising, Media/Journalism/Publishing, Marketing, Human Resources (HR), Social Media, Microsoft Office, E-marketing, Digital Marketing, Media",1 day ago
560,"Senior Manager, Strategic Consulting, MENA","Jones Lang LaSalle IP, Inc",Riyadh,Saudi Arabia,Full Time,Not specified,Accounting/Finance,"IT/Software Development, Logistics/Supply Chain, Information Technology (IT), SAP, Computer Science, Accounting, Finance, Supply Chain, Engineering",1 day ago
561,Business Analyst,Careem,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",7 days ago
562,GRC Cybersecurity Specialist,SMART Technology Solutions,Makkah,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Marketing/PR/Advertising, Engineering - Telecom/Technology, information technology (it), computer engineering, computer science, ftp, cism, cissp, grc",4 days ago
563,People Operations Specialist,Hempel A/S,Doha,Qatar,Full Time,Entry Level,Customer Service/Support,"Logistics/Supply Chain, Operations/Management, Operations, Customer Service, Logistics, Customer Support, Customer Care, Microsoft Office, Administration",6 days ago
564,Regulatory Affairs Associate,Novartis,Riyadh,Saudi Arabia,Full Time,Entry Level,Administration,"Medical/Healthcare, Pharmaceutical, Pharmacy, Regulatory Affairs, Science, Pharmaceutical, Administration, Medical, Legal",2 days ago
565,Sr. Testing Engineer,DXC Technology,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Testing, Engineering, Testing, Quality Control, Software Development",9 days ago
566,Quality Assurance Officer (Healthcare Accreditation Specialist),Skills Hub Recruitment Solutions,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, Quality Assurance, Quality Control, Quality, QA, Computer Science, Engineering, QC",5 days ago
567,Service Delivery Engineer,BigID,Dubai,United Arab Emirates,Full Time,Not specified,Installation/Maintenance/Repair,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Customer Service, Electrical Engineering, Computer Science, Maintenance, Mechanical Engineering",3 days ago
568,Sr Account Manager/ Manager - Edelman,PrecisionHire Solutions,Riyadh,Saudi Arabia,Full Time,Experienced,Customer Service/Support,"Marketing/PR/Advertising, Sales/Retail, Sales, Sales Skills, Customer Service, Sales Target, Customer Support, Customer Care, Account Management",2 days ago
569,Product Designer - Sonorbi - Suadeo,PrecisionHire Solutions,Dubai,United Arab Emirates,Full Time,Entry Level,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Design, Product Design, Adobe Photoshop, Applied Arts, Adobe Illustrator, Engineering, Information Technology (IT)",2 days ago
570,Product Manager - GEWISS,PrecisionHire Solutions,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Marketing/PR/Advertising, Sales/Retail, Product Management, Marketing, Sales, Information Technology (IT), Computer Science, Project Management, Sales Skills",2 days ago
571,Business Development Manager - Central Asia (with a knowledge of the Russian language),Cummins Inc.,Dubai,United Arab Emirates,Full Time,Experienced,Business Development,"Marketing/PR/Advertising, Sales/Retail, Business Development, Sales, Sales Skills, Sales Target, Marketing, Customer Service, Customer Support",3 days ago
572,Senior Graphic Designer,Rize | رايز,Cairo,Egypt,Full Time,Experienced,Creative/Design/Art,"Marketing/PR/Advertising, Media/Journalism/Publishing, Graphic Design, Adobe Photoshop, Design, Adobe Illustrator, Adobe Indesign, Social Media, Marketing",2 days ago
573,AI Product Manager,Adecco,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Marketing/PR/Advertising, Project/Program Management, Product Management, Marketing, Sales, Information Technology (IT), Computer Science, Project Management, Market Research",4 days ago
574,Junior Business Analyst,SMART Technology Solutions,Makkah,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Engineering",4 days ago
575,R&D Operations Assistant,Reckitt Benckiser,Dubai,United Arab Emirates,Full Time,Not specified,R&D/Science,"IT/Software Development, Engineering - Telecom/Technology, R&amp;D, Science, Engineering, Information Technology (IT), Computer Science, Research, Pharmacy",3 days ago
576,Applied Scientist - NLP,Core42,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, computer science, python, information technology (it), machine learning, engineering, algorithms, natural language processing",3 days ago
577,Senior Manager - Privacy & Protection (DPO) - Risk Management,D360 Bank,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Information Technology (IT), Customer Support",4 days ago
578,Activities Manager (School - Sport & Non Sport),Fortes Holdings,Dubai,United Arab Emirates,Full Time,Entry Level,Marketing/PR/Advertising,"Project/Program Management, Engineering - Telecom/Technology, Project Management, Management, Administration, Marketing, Engineering, Education, Computer Engineering",2 days ago
579,"Senior Product Manager - Rides Platform, Customer Experience",Careem,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Marketing/PR/Advertising, Sales/Retail, Sales, Marketing, Information Technology (IT), Sales Skills, Project Management, Product Management, Computer Science",2 days ago
580,Senior Staff Nurse - American Hospital Khawaneej Clinic,American Hospital Dubai,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, microsoft office, sales, information technology (it), computer science, customer service, management, medical",7 days ago
581,TS Controller (Cyber Security and Risk Management),Hamad International Airport,Doha,Qatar,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, computer science, information technology (it), javascript, c#, design, iso",7 days ago
582,Proposal Technical Writer.,AZAR Human Resource Solutions,Riyadh,Saudi Arabia,Full Time,Experienced,Writing/Editorial,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Technical Writing, Writing, Computer Science, Microsoft Office, Documentation, English",11 days ago
583,Interactive Designer – UX Designer,Austin Werner,Dubai,United Arab Emirates,Full Time,Entry Level,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), UX, Design, UI, Computer Science, Adobe Illustrator, Adobe Photoshop",8 days ago
584,Quality Control Testing Specialist,Grifols Egypt for Plasma Derivatives (GEPD),Cairo,Egypt,Full Time,Entry Level,R&D/Science,"IT/Software Development, Quality, Quality Control, Quality Assurance, Quality, QC, QA, Science, Engineering",9 days ago
585,Senior MEP Manager,"Jones Lang LaSalle IP, Inc",Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Engineering, Marketing, Information Technology (IT)",5 days ago
586,SCADA Telecom Engineer (Saudi National),Thales Group,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Telecommunication, Information Technology (IT), Computer Science, Electrical Engineering, Maintenance, Metro",2 days ago
587,Software Engineer Backend,Trella,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, Engineering, Computer Engineering, Software",8 days ago
588,Sr Key Account Specialist Dammam,Dexcom,Riyadh,Saudi Arabia,Full Time,Not specified,Customer Service/Support,"Sales/Retail, Pharmaceutical, Sales, Sales Skills, Customer Service, Customer Support, Account Management, Medical, Science",16 hours ago
589,Senior Manager Shared Services,First Access Consulting,Riyadh,Saudi Arabia,Full Time,Manager,Accounting/Finance,"IT/Software Development, Project/Program Management, Project Management, Management, Microsoft Office, Finance, Accounting, Computer Science, Information Technology (IT)",17 hours ago
590,Engineer I - Kitchen Technician,Rosewood Abu Dhabi,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Information Technology (IT), Computer Science, Engineering, Software Engineering, Software Development, Computer Engineering, Oracle",5 days ago
591,"Cyber Threat Intelligence Consultant, Mandiant",Google,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, information technology (it), computer science, itil, cissp, security, cyber security, networking",5 days ago
592,Infrastructure BIM Engineer,ASSYSTEM,Khobar,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Engineering - Telecom/Technology, Engineering, Information Technology (IT), Infrastructure, Computer Science, BIM, Civil Engineering, Construction",1 day ago
593,Lead BIM Structural Designer,AtkinsRéalis,Cairo,Egypt,Full Time,Entry Level,Engineering - Construction/Civil/Architecture,"IT/Software Development, Engineering - Telecom/Technology, computer science, information technology (it), engineering, software development, design, civil engineering, architecture",4 days ago
594,Talent Acquisition Manager Middle East & Africa - NOV Inc.,PrecisionHire Solutions,Riyadh,Saudi Arabia,Full Time,Experienced,Human Resources,"IT/Software Development, Sales/Retail, Human Resources (HR), Recruitment, Sales, Information Technology (IT), Sales Skills, Computer Science, Talent Acquisition",2 days ago
595,SCADA Telecom Engineer (Saudi National),Thales,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Telecommunication, Information Technology (IT), Computer Science, Electrical Engineering, Maintenance, Metro",3 days ago
596,Logistics Information System (LIS) Operator II (Maintenance),Amentum,Kuwait City,Kuwait,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, ERP, Engineering, Software Engineering, Information Systems, Software",2 days ago
597,"Senior Analyst, Quality Engineering",S.C. Johnson & Son Inc,Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Quality, Engineering - Telecom/Technology, Quality Control, Computer Science, Information Technology (IT), Quality Assurance, Software Testing, Software Development, Software Engineering",5 days ago
598,Case Manager (Management Consultant),Ark Energy | Energy Transition and CleanTech Advisory,Doha,Qatar,Full Time,Not specified,Business Development,"Medical/Healthcare, Engineering - Telecom/Technology, Agile, Business Planning, Management, Medicine, Nursing, Pharmacy, Project Management",5 days ago
599,Intern- Strategic Consulting,"Jones Lang LaSalle IP, Inc",Riyadh,Saudi Arabia,Full Time,Not specified,Accounting/Finance,"IT/Software Development, Medical/Healthcare, Accounting, Commerce, Computer Science, Finance, Information Technology (IT), CIA, CPA",11 hours ago
600,Information Communication and Technology Consultant,Frost & Sullivan,Riyadh,Saudi Arabia,Full Time,Experienced,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Communication Skills, Accounting, ERP, Engineering, Odoo",5 days ago
601,Key Account Manager,Dailymealz | ديلي ميلز,Riyadh,Saudi Arabia,Full Time,Experienced,Business Development,"Customer Service/Support, Sales/Retail, Sales, Sales Skills, Customer Service, Sales Target, Customer Support, Customer Care, Account Management",11 days ago
602,Internal Medical Translator - English into Arabic (Arabic native speaker),IQVIA,Cairo,Egypt,Full Time,Not specified,Writing/Editorial,"Medical/Healthcare, Pharmaceutical, Translation, Pharmacy, Medical, Science, Biotechnology, Medicine, Writing",9 days ago
603,Team Leader | Nike.com | Kuwait,GMG,Kuwait City,Kuwait,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, computer science, information technology (it), computer engineering, sales, customer service, microsoft office, operations",7 days ago
604,Chemistry Lab Instructor,University of Doha for Science & Technology,Doha,Qatar,Full Time,Entry Level,R&D/Science,"Quality, Engineering - Other, chemistry, science, quality, quality control, engineering, laboratory, lab",4 days ago
605,Team Leader | Nike.com | Qatar,GMG,Doha,Qatar,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, computer science, information technology (it), computer engineering, sales, customer service, microsoft office, operations",7 days ago
606,Middle Product Manager,Snoonu,Doha,Qatar,Full Time,Entry Level,IT/Software Development,"Marketing/PR/Advertising, Project/Program Management, Product Management, Marketing, Sales, Information Technology (IT), Computer Science, Project Management, Sales Skills",6 days ago
607,Senior CRM Specialist,WalaPlus,Riyadh,Saudi Arabia,Full Time,Experienced,Human Resources,"Marketing/PR/Advertising, Media/Journalism/Publishing, Marketing, Social Media, Human Resources (HR), E-marketing, Microsoft Office, Digital Marketing, Media",7 days ago
608,"Cluster Security Manager (Saudi Arabian/GCC national), DCC Communities",Amazon Web Services (AWS),Riyadh,Saudi Arabia,Full Time,Experienced,Administration,"Legal, Operations/Management, Security, Administration, Information Technology (IT), Legal, Management, Police, Engineering",2 days ago
609,Associate Clinical Application - Blood Gas & Immunoassay (Jeddah),Radiometer,Makkah,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Medical/Healthcare, Analyst/Research, Medical, Information Technology (IT), B2B, Computer Science, Healthcare, Radioloigy, Research",5 days ago
610,Scientific Application Specialist - Mass spectrometry (MS) / Liquid chromatography (LC).,AB Sciex,Riyadh,Saudi Arabia,Full Time,Not specified,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, SQL, Application Support, Software Development, Computer Engineering, Software Engineering",5 days ago
611,Director | Financial Services,Deloitte,Riyadh,Saudi Arabia,Full Time,Manager,Accounting/Finance,"Customer Service/Support, Sales/Retail, Finance, Accounting, Commerce, Microsoft Office, Financial Analysis, Financial Management, CPA",2 days ago
612,Senior Financial Analyst,Abbott,Cairo,Egypt,Full Time,Not specified,Accounting/Finance,"IT/Software Development, Analyst/Research, Finance, Accounting, Financial Analysis, Information Technology (IT), Analysis, Computer Science, Business Analysis",7 days ago
613,Key Account Manager,Sanofi,Dubai,United Arab Emirates,Full Time,Not specified,Business Development,"Customer Service/Support, Sales/Retail, Sales, Sales Skills, Customer Service, Sales Target, Customer Support, Customer Care, Account Management",3 days ago
614,Associate Clinical Application - Blood Gas & Immunoassay (Jeddah),Radiometer Medical ApS,Jeddah,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Medical/Healthcare, Analyst/Research, Medical, Information Technology (IT), B2B, Computer Science, Healthcare, Radioloigy, Research",4 days ago
615,"Analyst, Emerging Technologies",ROSHN l روشن,Riyadh,Saudi Arabia,Full Time,Experienced,Accounting/Finance,"IT/Software Development, Analyst/Research, Computer Science, Information Technology (IT), Accounting, FInance, Engineering, Blockchain, Commerce",8 days ago
616,Systems & Database Director,"Zakat, Tax and Customs Authority",Riyadh,Saudi Arabia,Full Time,Manager,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Computer Engineering, System Administration, Software Engineering, Microsoft Office",8 days ago
617,Therapeutic Area Partner - Kuwait,Novartis,Kuwait City,Kuwait,Full Time,Experienced,IT/Software Development,"Marketing/PR/Advertising, Sales/Retail, sales, sales skills, marketing, information technology (it), management, medical, communication skills",8 days ago
618,Senior Product Manager,Jadeer,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Marketing/PR/Advertising, Sales/Retail, Sales, Marketing, Information Technology (IT), Sales Skills, Project Management, Product Management, Computer Science",10 days ago
619,Senior Front-end Engineer - ReactJS / Trading Systems,Austin Werner,Dubai,United Arab Emirates,Full Time,Experienced,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, javaScript, CSS, HTML5, HTML",7 days ago
620,Senior Financial Analyst,McLedger,Cairo,Egypt,Full Time,Not specified,Accounting/Finance,"IT/Software Development, Analyst/Research, Finance, Accounting, Financial Analysis, Information Technology (IT), Analysis, Computer Science, Business Analysis",7 days ago
621,Sr Petroleum Scientist,Saudi Aramco,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, apis, computer science, information technology (it), software development, development, software",7 days ago
622,HRIS Specialist,SGS,Makkah,Saudi Arabia,Full Time,Experienced,Human Resources,"IT/Software Development, Engineering - Telecom/Technology, Human Resources (HR), HRIS, Information Technology (IT), Computer Engineering, Computer Science, Microsoft Office, Payroll",9 days ago
623,"SWAT Software Engineer ""US TimeZone""",Incorta Inc,Cairo,Egypt,Full Time,Not specified,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, software development, software engineering, engineering, sql, software",10 days ago
624,Sr Sales Engineer,Proofpoint,Riyadh,Saudi Arabia,Full Time,Not specified,Sales/Retail,"Engineering - Mechanical/Electrical, Engineering - Other, Sales, Sales Skills, Engineering, Sales Target, Electrical Engineering, Mechanical Engineering, Customer Service",6 days ago
625,Banking Consultant (Core Banking / Technology),Capco,Riyadh,Saudi Arabia,Full Time,Entry Level,Banking,"IT/Software Development, Sales/Retail, Banking, Sales, Information Technology (IT), Sales Skills, Computer Science, Finance, Project Management",8 days ago
626,Senior Electrical Engineer - GCC National,KEO International Consultants,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Electrical Engineering, Information Technology (IT), Computer Science, Software Engineering, AutoCAD, Mechanical Engineering",7 days ago
627,Maintenance Instrument Technician,SAMREF Saudi Aramco Mobil Refinery Company Ltd.,Riyadh,Saudi Arabia,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Mechanical/Electrical, Maintenance, Technical Support, Engineering, Mechanical Engineering, Mobile Maintenance, Information Technology (IT), Microsoft Office",3 days ago
628,Field Service Manager (onsite),"Varian Medical Systems, Inc",Riyadh,Saudi Arabia,Full Time,Not specified,Customer Service/Support,"IT/Software Development, Operations/Management, Customer Service, Customer Care, Customer Support, Management, Engineering, Information Technology (IT), Sales",4 days ago
629,Full Stack PHP (Laravel) Developer Cairo,A3malouna.com,Cairo,Egypt,Full Time,Entry Level,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, javaScript, CSS, HTML, Full Stack",8 days ago
630,Editor – Defence & Security Middle East,ITP Media Group,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, sales, sales skills, marketing, media, social media",8 days ago
631,CX Operations Specialist,Terhab | ترحاب,Riyadh,Saudi Arabia,Full Time,Experienced,Customer Service/Support,"Logistics/Supply Chain, Operations/Management, Operations, Customer Service, Logistics, Customer Support, Customer Care, Microsoft Office, Administration",11 days ago
632,"Marketing Manager, Middle East & Africa",Datasite,Dubai,United Arab Emirates,Full Time,Experienced,Customer Service/Support,"IT/Software Development, Sales/Retail, Sales, Information Technology (IT), Sales Skills, Computer Science, Customer Care, Customer Service, Customer Support",9 days ago
633,"CONSULTANT, TECHNICAL RPA",Alfanar Projects,Riyadh,Saudi Arabia,Full Time,Experienced,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, SQL, Technical Support, Computer Engineering, Telecommunication",7 days ago
634,IT officer,Tabuk Pharmaceuticals,Riyadh,Saudi Arabia,Full Time,Not specified,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Installation, Troubleshooting, Computer Engineering, Computer Maintenance, Engineering",10 days ago
635,Infra/Systems Engineer,PaySupp,Cairo,Egypt,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Computer Engineering, Installation, Linux, Maintenance",11 days ago
636,Database Manager,International School of London Qatar,Doha,Qatar,Full Time,Experienced,Human Resources,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Database, SQL, Database Management, Project Management, Computer Engineering",7 days ago
637,"Project Manager, PDS Projects","Jones Lang LaSalle IP, Inc",Riyadh,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, PMP, Information Technology (IT), Computer Science, Management, Civil Engineering",8 days ago
638,Asset Management Consultant,Turner & Townsend,Riyadh,Saudi Arabia,Full Time,Experienced,Accounting/Finance,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Accounting, Finance, Microsoft Office, Management, Project Management",8 days ago
639,Drilling Solutions Engineer (Kuwaitization) Kuwait,NOV,Kuwait City,Kuwait,Full Time,Entry Level,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Engineering, Computer Science, Information Technology (IT), Sales, Telecommunication, Sales Skills, Computer Engineering",7 days ago
640,Cyber Security Specialist,ICM People do Brasil,Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Computer Engineering, Engineering, Security, Information Security, Telecommunication",9 days ago
641,Senior UI/UX Designer,Stella Stays,Cairo,Egypt,Full Time,Experienced,Creative/Design/Art,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), UX, UI, Design, Computer Science, Adobe Illustrator, Adobe Photoshop",9 days ago
642,Senior Document Controller,Bechtel Corporation,Riyadh,Saudi Arabia,Full Time,Not specified,Administration,"IT/Software Development, Quality, Administration, Quality Control, Microsoft Office, Computer Science, Quality Assurance, Information Technology (IT), Document Control",7 days ago
643,Senior Geoscientist - Middle East,Geoteric,Dubai,United Arab Emirates,Full Time,Experienced,R&D/Science,"geophysics, geoscience, science",10 days ago
644,"Project Manager, PDS Projects",JLL,Riyadh,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, PMP, Information Technology (IT), Computer Science, Management, Civil Engineering",7 days ago
645,Tech Partner,Schneider Electric,Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Marketing/PR/Advertising, Engineering - Telecom/Technology, information technology (it), sales, marketing, computer science, management, software, operations",9 days ago
646,Sr. Key Account Specialist,Dexcom,Riyadh,Saudi Arabia,Full Time,Not specified,Customer Service/Support,"Sales/Retail, Pharmaceutical, Sales, Sales Skills, Customer Service, Customer Support, Account Management, Medical, Science",7 days ago
647,"Engineer, Material",SABIC,Riyadh,Saudi Arabia,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"Manufacturing/Production, Engineering - Mechanical/Electrical, Engineering, Mechanical Engineering, Production, Manufacturing, Sales, Civil Engineering, Construction",9 days ago
648,Senior Sales Manager,SimCorp,Dubai,United Arab Emirates,Full Time,Experienced,Customer Service/Support,"IT/Software Development, Sales/Retail, Sales, Sales Skills, Sales Target, Customer Service, Customer Support, Customer Care, Marketing",9 days ago
649,Office 365 Administrator,flyadeal,Makkah,Saudi Arabia,Full Time,Entry Level,Administration,"IT/Software Development, Engineering - Telecom/Technology, Administration, Office Management, Microsoft Office, Admin, Secretary, Information Technology (IT), Admin Assistant",13 days ago
650,Learning & Deveolpment Supervisor,Tabuk Pharmaceuticals,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, Education/Teaching, Education, Learning, Training, Information Technology (IT), Computer Science, Teaching, E-Learning",10 days ago
651,QA/QC Manager,BanoPuratos,Riyadh,Saudi Arabia,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"IT/Software Development, Quality, Quality Control, Quality Assurance, QC, QA, Quality, Engineering, Computer Science",10 days ago
652,HSE Engineer - Stadium Project,AtkinsRéalis,Riyadh,Saudi Arabia,Full Time,Entry Level,Quality,"Engineering - Mechanical/Electrical, Engineering - Other, HSE, Engineering, Quality, Quality Control, Safety, Quality Assurance, Health &amp; Safety",8 days ago
653,"Senior Manager Safety (Dubai, UAE)",Joby Aviation,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Engineering, Information Technology (IT)",9 days ago
654,Associate - Warehouse Fulfillment,Shipa Ecommerce,Dubai,United Arab Emirates,Full Time,Not specified,Business Development,"Customer Service/Support, Sales/Retail, Sales Skills, Customer Service, Sales Target, Sales, Marketing, Outdoor Sales, Business Development",11 days ago
655,Strategic Account Manager,Johnson & Johnson,Riyadh,Saudi Arabia,Full Time,Experienced,Customer Service/Support,"Marketing/PR/Advertising, Sales/Retail, Sales, Sales Skills, Customer Service, Sales Target, Customer Support, Customer Care, Account Management",8 days ago
656,Senior Credit Controller,Informa Connect of Informa PLC,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Quality, Engineering - Telecom/Technology, Quality Control, Computer Science, Information Technology (IT), Quality Assurance, Software Testing, Software Development, Testing",8 days ago
657,M365 Technical Specialist,Turner & Townsend,Dubai,United Arab Emirates,Full Time,Not specified,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, technical support, computer engineering, maintenance, software, active directory",9 days ago
658,Management Trainee Program,Abdul Latif Jameel,Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Operations/Management, Project/Program Management, Project Management, Management, Information Technology (IT), Program Management, Computer Science, Engineering, Operations",9 days ago
659,Restaurant Manager,Kitopi Catering Services LLC,Dubai,United Arab Emirates,Full Time,Not specified,Hospitality/Hotels/Food Services,"Operations/Management, Sales/Retail, Hospitality, Restaurant, Hotels, Management, Restaurant Management Software, Microsoft Office, Operations",8 days ago
